"MUT";"SRUN";"SCT";"SAVGTCT";"SCTCT";"TRUN";"TCT";"TAVGTCT";"TCTCT"
402;152;62405;2,24;917,72;168;69042;2,47;1015,32
403;155;62560;2,28;920,00;168;69210;2,47;1017,79
404;186;62746;2,74;922,74;168;69378;2,47;1020,26
405;152;62898;2,24;924,97;168;69546;2,47;1022,74
406;156;63054;2,29;927,26;168;69714;2,47;1025,21
407;155;63209;2,28;929,54;169;69883;2,49;1027,69
408;153;63362;2,25;931,79;169;70052;2,49;1030,18
409;152;63514;2,24;934,03;165;70217;2,43;1032,60
410;153;63667;2,25;936,28;167;70384;2,46;1035,06
411;152;63819;2,24;938,51;167;70551;2,46;1037,51
412;154;63973;2,26;940,78;166;70717;2,44;1039,96
413;154;64127;2,26;943,04;166;70883;2,44;1042,40
414;154;64281;2,26;945,31;167;71050;2,46;1044,85
415;153;64434;2,25;947,56;168;71218;2,47;1047,32
416;150;64584;2,21;949,76;170;71388;2,50;1049,82
417;152;64736;2,24;952,00;166;71554;2,44;1052,26
418;155;64891;2,28;954,28;168;71722;2,47;1054,74
419;155;65046;2,28;956,56;168;71890;2,47;1057,21
420;154;65200;2,26;958,82;169;72059;2,49;1059,69
421;154;65354;2,26;961,09;169;72228;2,49;1062,18
422;153;65507;2,25;963,34;168;72396;2,47;1064,65
423;154;65661;2,26;965,60;169;72565;2,49;1067,13
424;154;65815;2,26;967,87;168;72733;2,47;1069,60
425;152;65967;2,24;970,10;165;72898;2,43;1072,03
426;155;66122;2,28;972,38;169;73067;2,49;1074,51
427;153;66275;2,25;974,63;166;73233;2,44;1076,96
428;155;66430;2,28;976,91;168;73401;2,47;1079,43
429;157;66587;2,31;979,22;168;73569;2,47;1081,90
430;154;66741;2,26;981,49;166;73735;2,44;1084,34
431;152;66893;2,24;983,72;167;73902;2,46;1086,79
432;152;67045;2,24;985,96;169;74071;2,49;1089,28
433;156;67201;2,29;988,25;168;74239;2,47;1091,75
434;160;67361;2,35;990,60;169;74408;2,49;1094,24
435;153;67514;2,25;992,85;169;74577;2,49;1096,72
436;154;67668;2,26;995,12;166;74743;2,44;1099,16
437;152;67820;2,24;997,35;168;74911;2,47;1101,63
438;153;67973;2,25;999,60;166;75077;2,44;1104,07
439;156;68129;2,29;1001,90;170;75247;2,50;1106,57
440;156;68285;2,29;1004,19;167;75414;2,46;1109,03
441;153;68438;2,25;1006,44;168;75582;2,47;1111,50
442;155;68593;2,28;1008,72;170;75752;2,50;1114,00
443;153;68746;2,25;1010,97;169;75921;2,49;1116,49
444;153;68899;2,25;1013,22;169;76090;2,49;1118,97
445;153;69052;2,25;1015,47;165;76255;2,43;1121,40
446;152;69204;2,24;1017,71;168;76423;2,47;1123,87
447;155;69359;2,28;1019,99;168;76591;2,47;1126,34
448;156;69515;2,29;1022,28;167;76758;2,46;1128,79
449;155;69670;2,28;1024,56;168;76926;2,47;1131,26
450;155;69825;2,28;1026,84;166;77092;2,44;1133,71
451;155;69980;2,28;1029,12;168;77260;2,47;1136,18
452;155;70135;2,28;1031,40;166;77426;2,44;1138,62
453;153;70288;2,25;1033,65;167;77593;2,46;1141,07
454;156;70444;2,29;1035,94;168;77761;2,47;1143,54
455;156;70600;2,29;1038,24;167;77928;2,46;1146,00
456;157;70757;2,31;1040,54;169;78097;2,49;1148,49
457;155;70912;2,28;1042,82;167;78264;2,46;1150,94
458;155;71067;2,28;1045,10;167;78431;2,46;1153,40
459;152;71219;2,24;1047,34;169;78600;2,49;1155,88
460;153;71372;2,25;1049,59;168;78768;2,47;1158,35
461;154;71526;2,26;1051,85;169;78937;2,49;1160,84
462;153;71679;2,25;1054,10;167;79104;2,46;1163,29
463;154;71833;2,26;1056,37;167;79271;2,46;1165,75
464;152;71985;2,24;1058,60;166;79437;2,44;1168,19
465;155;72140;2,28;1060,88;168;79605;2,47;1170,66
466;155;72295;2,28;1063,16;167;79772;2,46;1173,12
467;153;72448;2,25;1065,41;166;79938;2,44;1175,56
468;215;72663;3,16;1068,57;168;80106;2,47;1178,03
469;153;72816;2,25;1070,82;170;80276;2,50;1180,53
470;152;72968;2,24;1073,06;168;80444;2,47;1183,00
471;155;73123;2,28;1075,34;167;80611;2,46;1185,46
472;153;73276;2,25;1077,59;168;80779;2,47;1187,93
473;180;73456;2,65;1080,24;169;80948;2,49;1190,41
474;155;73611;2,28;1082,51;170;81118;2,50;1192,91
475;153;73764;2,25;1084,76;170;81288;2,50;1195,41
476;153;73917;2,25;1087,01;581;81869;8,54;1203,96
477;157;74074;2,31;1089,32;171;82040;2,51;1206,47
478;155;74229;2,28;1091,60;168;82208;2,47;1208,94
479;153;74382;2,25;1093,85;166;82374;2,44;1211,38
480;152;74534;2,24;1096,09;166;82540;2,44;1213,82
481;155;74689;2,28;1098,37;166;82706;2,44;1216,26
482;153;74842;2,25;1100,62;168;82874;2,47;1218,74
483;154;74996;2,26;1102,88;167;83041;2,46;1221,19
484;157;75153;2,31;1105,19;165;83206;2,43;1223,62
